"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2007-Q2","Q2-2007","IDX","Index","0","Units","2015","2015",92.659994803,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2007-Q3","Q3-2007","IDX","Index","0","Units","2015","2015",93.129998569,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2007-Q4","Q4-2007","IDX","Index","0","Units","2015","2015",93.73000121,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2008-Q1","Q1-2008","IDX","Index","0","Units","2015","2015",94.33000253,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2008-Q2","Q2-2008","IDX","Index","0","Units","2015","2015",94.110005042,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2008-Q3","Q3-2008","IDX","Index","0","Units","2015","2015",93.500000352,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2008-Q4","Q4-2008","IDX","Index","0","Units","2015","2015",92.009996458,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2009-Q1","Q1-2009","IDX","Index","0","Units","2015","2015",87.700004336,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2009-Q2","Q2-2009","IDX","Index","0","Units","2015","2015",87.840001296,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2009-Q3","Q3-2009","IDX","Index","0","Units","2015","2015",88.33000255,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2009-Q4","Q4-2009","IDX","Index","0","Units","2015","2015",88.980002217,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2010-Q1","Q1-2010","IDX","Index","0","Units","2015","2015",89.697560325,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2010-Q2","Q2-2010","IDX","Index","0","Units","2015","2015",91.717498326,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2010-Q3","Q3-2010","IDX","Index","0","Units","2015","2015",92.477479554,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2010-Q4","Q4-2010","IDX","Index","0","Units","2015","2015",93.227462698,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2011-Q1","Q1-2011","IDX","Index","0","Units","2015","2015",95.029999223,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2011-Q2","Q2-2011","IDX","Index","0","Units","2015","2015",95.119997835,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2011-Q3","Q3-2011","IDX","Index","0","Units","2015","2015",95.960003384,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2011-Q4","Q4-2011","IDX","Index","0","Units","2015","2015",95.659997437,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2012-Q1","Q1-2012","IDX","Index","0","Units","2015","2015",95.869998163,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2012-Q2","Q2-2012","IDX","Index","0","Units","2015","2015",96.049995387,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2012-Q3","Q3-2012","IDX","Index","0","Units","2015","2015",96.329998558,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2012-Q4","Q4-2012","IDX","Index","0","Units","2015","2015",95.879997568,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","IDX","Index","0","Units","2015","2015",95.447531556,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","IDX","Index","0","Units","2015","2015",96.487502738,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","IDX","Index","0","Units","2015","2015",97.017487073,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","IDX","Index","0","Units","2015","2015",97.287482908,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2015","2015",98.23999994,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2015","2015",98.25999875,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2015","2015",98.729995907,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2015","2015",99.530001191,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2015","2015",99.030003176,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2015","2015",99.800004957,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2015","2015",100.189998942,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2015","2015",100.639995966,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2015","2015",101.489996955,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2015","2015",101.980000853,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2015","2015",102.179995565,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2015","2015",102.569994836,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2015","2015",103.800002301,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2015","2015",104.759996746,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","IDX","Index","0","Units","2015","2015",105.420002427,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","IDX","Index","0","Units","2015","2015",106.420002424,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015","2015",105.777510572,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015","2015",106.637488495,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015","2015",105.647510374,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015","2015",106.557489288,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015","2015",107.28750138,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015","2015",107.247502438,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015","2015",107.22749834,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015","2015",107.547497811,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015","2015",105.647438997,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015","2015",95.907666775,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015","2015",104.457459555,"P","Provisional value"
